playerID,firstName,lastName,birth_country,position,draftYear,GamesPlayed,Goals,Assists,Points
8478843,Denis,Malgin,SUI,C,2015,257,41,40,81
8478233,Andrew,Mangiapane,CAN,L,2015,417,109,106,215
8478507,John,Marino,USA,D,2015,328,18,89,107
8478483,Mitch,Marner,CAN,R,2015,576,194,445,639
8478442,Cooper,Marody,USA,C,2015,7,0,1,1
8478509,Adam,Marsh,USA,L,2015,N/A,N/A,N/A,N/A
8478411,Chris,Martenet,USA,D,2015,N/A,N/A,N/A,N/A
8478880,Jake,Massie,CAN,D,2015,N/A,N/A,N/A,N/A
8478402,Connor,McDavid,CAN,C,2015,645,335,647,982
8478414,Timo,Meier,SUI,R,2015,541,191,191,382
8478467,Nicolas,Meloche,CAN,D,2015,57,2,6,8
8478447,Nick,Merkley,CAN,R,2015,41,4,11,15
8478899,Garrett,Metcalf,USA,G,2015,N/A,N/A,N/A,N/A
8478859,Niko,Mikkola,FIN,D,2015,252,8,32,40
8478842,Andrei,Mironov,RUS,D,2015,10,1,2,3
8478470,Sam,Montembeault,CAN,G,2015,144,0,3,N/A
8478849,Brad,Morrison,CAN,C,2015,N/A,N/A,N/A,N/A
8478896,Tyler,Moy,USA,C,2015,N/A,N/A,N/A,N/A
8478423,Adam,Musil,CAN,C,2015,N/A,N/A,N/A,N/A
8478419,Julius,Nattinen,FIN,C,2015,N/A,N/A,N/A,N/A
8478253,Carl,Neill,CAN,D,2015,N/A,N/A,N/A,N/A
8478518,Andrew,Nielsen,CAN,D,2015,N/A,N/A,N/A,N/A
8478915,Sami,Niku,FIN,D,2015,67,2,14,16
8478438,Tommy,Novak,USA,C,2015,149,36,59,95
8478906,Markus,Nutivaara,FIN,D,2015,275,17,54,71
8478878,Kristian,Oldham,USA,G,2015,N/A,N/A,N/A,N/A
8478908,Gustav,Olhaver,SWE,C,2015,N/A,N/A,N/A,N/A
8478924,Tate,Olson,CAN,D,2015,N/A,N/A,N/A,N/A
8478461,Luke,Opilka,USA,G,2015,N/A,N/A,N/A,N/A
8478923,Ziyat,Paigin,RUS,D,2015,N/A,N/A,N/A,N/A
8478883,Adam,Parsells,USA,D,2015,N/A,N/A,N/A,N/A
8478914,Nikita,Pavlychev,RUS,C,2015,N/A,N/A,N/A,N/A
8478486,Chase,Pearson,CAN,C,2015,3,0,0,0
8478395,Ryan,Pilon,CAN,D,2015,N/A,N/A,N/A,N/A
8478500,Ivan,Provorov,RUS,D,2015,614,70,179,249
8478887,Roy,Radke,USA,R,2015,N/A,N/A,N/A,N/A
8478420,Mikko,Rantanen,FIN,R,2015,570,262,355,617
8478448,Chaz,Reddekopp,CAN,D,2015,N/A,N/A,N/A,N/A
8478409,Anthony,Richard,CAN,C,2015,24,4,4,8
8478837,Mike,Robinson,USA,G,2015,N/A,N/A,N/A,N/A
8478458,John (Jack),Roslovic,USA,C,2015,445,80,141,221
8478462,Nicolas,Roy,CAN,C,2015,298,53,82,135
8478464,Jeremy,Roy,CAN,D,2015,N/A,N/A,N/A,N/A
8478911,Matt,Roy,USA,D,2015,369,24,82,106
8478898,Steven,Ruggiero,USA,D,2015,N/A,N/A,N/A,N/A
8478860,Sam,Ruopp,CAN,D,2015,N/A,N/A,N/A,N/A
8478886,Markus,Ruusu,FIN,G,2015,N/A,N/A,N/A,N/A
8478839,Aleksi,Saarela,FIN,C,2015,9,2,2,4
8478834,Vili,Saarijarvi,FIN,D,2015,N/A,N/A,N/A,N/A
8478503,Jack,Sadek,USA,D,2015,N/A,N/A,N/A,N/A
8478492,Ilya,Samsonov,RUS,G,2015,171,0,4,N/A
8478433,Felix,Sandstrom,SWE,G,2015,30,0,0,N/A
8478405,Thomas,Schemitsch,CAN,D,2015,N/A,N/A,N/A,N/A
8478150,Matt,Schmalz,CAN,R,2015,N/A,N/A,N/A,N/A
8478881,Brett,Seney,CAN,L,2015,66,6,8,14
8478485,Zach,Senyshyn,CAN,R,2015,16,1,2,3
8478854,Ryan,Shea,USA,D,2015,31,1,0,1
8478909,Patrick,Shea,USA,C,2015,N/A,N/A,N/A,N/A
8478496,Deven,Sideroff,CAN,R,2015,N/A,N/A,N/A,N/A
8478399,Jonas,Siegenthaler,SUI,D,2015,312,8,49,57
8478866,Dominik,Simon,CZE,C,2015,256,22,55,77
8478867,Spencer,Smallman,CAN,R,2015,N/A,N/A,N/A,N/A
8478919,Evan,Smith,USA,G,2015,N/A,N/A,N/A,N/A
8478893,Andong,Song,CHN,D,2015,N/A,N/A,N/A,N/A
8478487,Michael,Spacek,CZE,R,2015,N/A,N/A,N/A,N/A
8478480,Blake,Speers,CAN,C,2015,5,0,0,0
8478441,Matthew,Spencer,CAN,D,2015,N/A,N/A,N/A,N/A
8478466,Daniel,Sprong,NED,R,2015,344,85,74,159
8478831,Kevin,Stenlund,SWE,C,2015,206,28,16,44
8478477,Mitchell,Stephens,CAN,C,2015,95,5,11,16
8478855,Devante,Stephens,CAN,D,2015,N/A,N/A,N/A,N/A
8478858,Luke,Stevens,USA,L,2015,N/A,N/A,N/A,N/A
8478848,Ales,Stezka,CZE,G,2015,N/A,N/A,N/A,N/A
8478440,Dylan,Strome,CAN,C,2015,436,117,185,302
8478431,Evgeny,Svechnikov,RUS,L,2015,172,20,25,45
8478922,Miroslav,Svoboda,CZE,G,2015,N/A,N/A,N/A,N/A
8478852,Jonne,Tammela,FIN,R,2015,N/A,N/A,N/A,N/A
8478873,Troy,Terry,USA,R,2015,350,95,135,230
8478890,Frederik,Tiffels,GER,L,2015,N/A,N/A,N/A,N/A
8478857,Dmytro,Timashov,UKR,L,2015,45,4,5,9
8478489,Matej,Tomek,SVK,G,2015,N/A,N/A,N/A,N/A
8478508,Yakov,Trenin,RUS,C,2015,299,48,34,82
8478900,Joni,Tuulola,FIN,D,2015,N/A,N/A,N/A,N/A
8478869,Veeti,Vainio,FIN,D,2015,N/A,N/A,N/A,N/A
8478847,Joren,Van Pottelberghe,SUI,G,2015,N/A,N/A,N/A,N/A
8478481,Mitchell,Vande Sompel,CAN,D,2015,N/A,N/A,N/A,N/A
8478838,Lukas,Vejdemo,SWE,C,2015,13,2,0,2
8478872,Karel,Vejmelka,CZE,G,2015,140,0,2,N/A
8478907,Marcus,Vela,CAN,C,2015,N/A,N/A,N/A,N/A
8478435,Dan,Vladar,CZE,G,2015,75,0,1,N/A
8478844,Mikhail,Vorobyev,RUS,C,2015,35,2,3,5
8478455,Austin,Wagner,CAN,L,2015,178,23,19,42
8478429,Brendan,Warren,USA,L,2015,N/A,N/A,N/A,N/A
8478460,Zach,Werenski,USA,D,2015,486,90,212,302
8478400,Colin,White,USA,C,2015,320,44,69,113
8478841,Colton,White,CAN,D,2015,84,0,10,10
8478885,Christopher,Wilkie,USA,R,2015,N/A,N/A,N/A,N/A
8478894,Colby,Williams,CAN,D,2015,N/A,N/A,N/A,N/A
8478846,Christian,Wolanin,CAN,D,2015,86,6,17,23
8478450,Parker,Wotherspoon,CAN,D,2015,53,0,9,9
8478459,Dennis,Yan,USA,L,2015,N/A,N/A,N/A,N/A
8478401,Pavel,Zacha,CZE,C,2015,546,111,184,295
8478415,Jakub,Zboril,CZE,D,2015,76,1,15,16
8478835,Sergey,Zborovskiy,RUS,D,2015,N/A,N/A,N/A,N/A
8478850,Dmitry,Zhukenov,RUS,C,2015,N/A,N/A,N/A,N/A
8478875,Ryan,Zuhlsdorf,USA,D,2015,N/A,N/A,N/A,N/A
